ТипТовара 1;ТипТовара 2;ТипТовара 3;ТипТовара 4;brand;model;FOTOS;DESHEVLE;FOXTROT;TEHNOS;MOBILLUCK;VSTROYKA;PALLADIUM;TEHNOHATA;V590;ROZETKA
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;KEA 45 B-TG код 40143365;КУХОННАЯ МОЙКА TEKA KEA 45 B-TG;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;KEA 45 B-TG код 88786;КУХОННАЯ МОЙКА TEKA KEA 45 B-TG;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;KEA 45 B-TG код 88790;КУХОННАЯ МОЙКА TEKA KEA 45 B-TG;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;KEA 45 B-TG код 88839;КУХОННАЯ МОЙКА TEKA KEA 45 B-TG;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;KEA 60 B-TG код 88794;КУХОННАЯ МОЙКА TEKA KEA 60 B-TG;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;KEA 60 B-TG код 88840;КУХОННАЯ МОЙКА TEKA KEA 60 B-TG;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;MENORCA 60 S TG код 40144572;КУХОННАЯ МОЙКА TEKA MENORCA 60 S TG;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;MENORCA 60 S TG код 88239;КУХОННАЯ МОЙКА TEKA MENORCA 60 S TG;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;MENORCA 60 S TG код 88244;КУХОННАЯ МОЙКА TEKA MENORCA 60 S TG;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;MENORCA 60 S TG код 88686;КУХОННАЯ МОЙКА TEKA MENORCA 60 S TG;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;;TEKA;PERLA 45 B-TG код 40144580;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;PERLA 45 B-TG код 40144588;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;;TEKA;PERLA 45 B-TG код 88996;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;Radea 325/325 TG код 40143602;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;Radea 450/325 TG код 40143651;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;Металтек;TEKA;Radea 450/325 TG код 40143652;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;;TEKA;SIMPLA 45-TG код 40144512;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Гранитная;;TEKA;SIMPLA 45-TG код 40144514;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;ANGULAR 2B полиров код 10118005;КУХОННАЯ МОЙКА TEKA ANGULAR 2B;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;BAHIA 1B;КУХОННАЯ МОЙКА TEKA 1B;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA BAHIA 1B (12127001);  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;Basico 510 10124021;КУХОННАЯ МОЙКА TEKA BASICO 510;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;Basico 510 10124027;КУХОННАЯ МОЙКА TEKA BASICO 510;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;Basico 79 1B 1D 10124002;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;Basico 79 1B 1D 10124019;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;Basico 79 2B 11124025;КУХОННАЯ МОЙКА TEKA BASICO 79 2B;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA BASICO 79 2B 11124025;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;BE 1 1/2 B 625 REV;КУХОННАЯ МОЙКА TEKA BE 1 1/2 B 625 REV ПОЛИРОВАННАЯ (10125160);  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA BE 1 1/2 B 625 REV 10125160;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;BE 28.40 (18) код 10125003;КУХОННАЯ МОЙКА TEKA BE 28.40;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;BE 40.40 (18) код 10125005;КУХОННАЯ МОЙКА TEKA BE 40.40;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;BE 40.40 код 10125021;КУХОННАЯ МОЙКА TEKA BE 40.40;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;BE 50.40.20 Plus код 10125122;КУХОННАЯ МОЙКА TEKA BE 50.40.20 PLUS;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA BE 50.40.20 PLUS;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;BE LINEA 34.40 R15;КУХОННАЯ МОЙКА TEKA BE LINEA 34.40 R15;КУХОННАЯ МОЙКА TEKA BE LINEA 34.40 R15 ПОЛИРОВАНАЯ (10125125);  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA BE LINEA 34.40 R15;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;BE LINEA 40.40 R15 код 10125124;КУХОННАЯ МОЙКА TEKA BE LINEA 40.40 R15;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA BE LINEA 40.40 R15;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;BE LINEA 45.40 R15  10125133;КУХОННАЯ МОЙКА TEKA BE LINEA 45.40 R15;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA BE LINEA 45.40 R15;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;BE LINEA 50.40 R15 10125134;КУХОННАЯ МОЙКА TEKA BE LINEA 50.40 R15;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA BE LINEA 50.40 R15;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;BE_3966;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CENTROVAL 45 код 10111018;КУХОННАЯ МОЙКА TEKA CENTROVAL 45;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CENTROVAL 45 код 10111022;КУХОННАЯ МОЙКА TEKA CENTROVAL 45;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CENTROVAL 45 код 10111024;КУХОННАЯ МОЙКА TEKA CENTROVAL 45;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CLASSIC  2B.1D полир код 10119023;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CLASSIC 1 1/2B;  ;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA CLASSIC 1 1/2 B 10119087;  ;КУХОННАЯ МОЙКА TEKA CLASSIC 1 1/2 B 1D ДЕКОР (10119053)
Встроенная техника;Мойка;Из нержавейки;;TEKA;CLASSIC 1B 1D код 10119057;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CLASSIC 1B микротекст  код 30000053;КУХОННАЯ МОЙКА TEKA 1B;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CLASSIC 1B пол. код 30000055;КУХОННАЯ МОЙКА TEKA 1B;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CLASSIC 1B.1D REV полир код 10119056;КУХОННАЯ МОЙКА TEKA 1B;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CLASSIC 2 1/2B полир код 10119080;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CLASSIC 2B 80  лён код 11119055;КУХОННАЯ МОЙКА TEKA 2B 80;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CLASSIC ANGULAR 2B;КУХОННАЯ МОЙКА TEKA ANGULAR 2B;КУХОННАЯ МОЙКА TEKA CLASSIC ANGULAR 2B ПОЛИРОВАННАЯ (10118005);  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA CLASSIC ANGULAR 2B 10118005;  ;КУХОННАЯ МОЙКА TEKA CLASSIC ANGULAR 2B ПОЛИРОВАННАЯ (10118005)
Встроенная техника;Мойка;Из нержавейки;;TEKA;CLASSIC MAX 1B 1D LHD;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA CLASSIC MAX 1B 1D LHD (11119201);  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CLASSIC MAX 1B 1D RHD;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA CLASSIC MAX 1B 1D RHD (11119200);  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CUADRO 2B 1D код 12121001;КУХОННАЯ МОЙКА TEKA 2B 1D;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA CUADRO 2B 1D;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;CUADRO 60 E;  ;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA CUADRO 60 E (30000781);  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;DEVA код 10133003;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;DR 77 1B 1D REV мат код 40127301;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;DR 77 1B 1D REV микро код 40127303;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;DR 78 1B 1D;КУХОННАЯ МОЙКА TEKA 1B 1D;КУХОННАЯ МОЙКА TEKA DR 78 1B 1D МИКРОТЕКСТУРА (10130003);  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA DR 78 1B 1D 10130001;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;DR 78 1B 1D код 10130001;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;DR 80 1B.1D REV полир код 10110007;КУХОННАЯ МОЙКА TEKA 1B;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;E 1B;КУХОННАЯ МОЙКА TEKA 1B;КУХОННАЯ МОЙКА TEKA E 1B ПОЛИРОВАННАЯ (10132001);  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA E 1B 10132001;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;EXPRESSION 1B;КУХОННАЯ МОЙКА TEKA 1B;КУХОННАЯ МОЙКА TEKA EXPRESSION 1B ПОЛИРОВАННАЯ (12126021);  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA EXPRESSION 1B (12126021);  ;КУХОННАЯ МОЙКА TEKA EXPRESSION 1B 1D 86 ПОЛИРОВАННАЯ (12126006)
Встроенная техника;Мойка;Из нержавейки;;TEKA;FRAME 1 1/2B 1/2D RHD;  ;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA FRAME 1 1/2B 1/2D RHD (40180531);  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;FRAME 1B Plus;КУХОННАЯ МОЙКА TEKA 1B;КУХОННАЯ МОЙКА TEKA FRAME 1B PLUS ПОЛИРОВАННАЯ (40180500);  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA FRAME 1B PLUS;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;I-SINK 95 DX;  ;КУХОННАЯ МОЙКА TEKA I-SINK 95 DX ПОЛИРОВАННАЯ СО СМЕСИТЕЛЕМ (13129009);  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA I-SINK 95 DX;  ;КУХОННАЯ МОЙКА TEKA I-SINK 95 DX (13129009)
Встроенная техника;Мойка;Из нержавейки;;TEKA;LINEA R10 550.400;КУХОННАЯ МОЙКА TEKA LINEA R10 550.400;КУХОННАЯ МОЙКА TEKA LINEA R10 550.400 ЗЕРКАЛЬНАЯ (40125510);  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA LINEA R10 550.400;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;LUX 1B 1D 86 REV;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA LUX 1B 1D 86 REV БІЛЕ СКЛО 12129012;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;LUX 1B 1D LHD 78;КУХОННАЯ МОЙКА TEKA 1B 1D;КУХОННАЯ МОЙКА TEKA LUX 1B 1D LHD 78 ПОЛИРОВАННАЯ. ЛЕВОЕ КРЫЛО (12129007);  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA LUX 1B 1D LHD 78;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;LUX 1B 1D RHD 78;КУХОННАЯ МОЙКА TEKA 1B 1D;КУХОННАЯ МОЙКА TEKA LUX 1B 1D RHD 78 ПОЛИРОВАННАЯ. ПРАВОЕ КРЫЛО (12129006);  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA LUX 1B 1D RHD 78;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;PRINCESS 60 1 1/2B.1D REV код 30000174;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;PRINCESS 60 1 1/2B.1D REV код 30000184;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;PRINCESS 800.500 11/2 B 1D 30000171;КУХОННАЯ МОЙКА TEKA PRINCESS 800.500;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;PRINCESS 800.500 11/2 B 1D 30000172;КУХОННАЯ МОЙКА TEKA PRINCESS 800.500;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA PRINCESS 800.500 11/2 B 1D 30000172;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;STAGE 45 B код 30000560;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;STAGE 60 B;КУХОННАЯ МОЙКА TEKA STAGE 60 B;КУХОННАЯ МОЙКА TEKA STAGE 60 B ПОЛИРОВАННАЯ (30000592);  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA STAGE 60 B 30000592;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;STENA 45 E код 11131022;КУХОННАЯ МОЙКА TEKA STENA 45 E;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;STYLO 1B лён код 10107045;КУХОННАЯ МОЙКА TEKA 1B;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;STYLO 1B полиров код 10107026;КУХОННАЯ МОЙКА TEKA 1B;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;STYLO 1B.1D REV лён код 10107043;КУХОННАЯ МОЙКА TEKA 1B;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;STYLO 1B.1D полиров код 10107021;КУХОННАЯ МОЙКА TEKA 1B;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;STYLO 2B лён код 11107044;КУХОННАЯ МОЙКА TEKA STYLO 2B;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;STYLO 2B полиров код 11107025;КУХОННАЯ МОЙКА TEKA STYLO 2B;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;TOP BE LINEA 50.40 R15;КУХОННАЯ МОЙКА TEKA BE LINEA 50.40 R15;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA BE LINEA 50.40 R15;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;UNDERMOUNT BE 39 код 10125006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;UNIVERSAL 46,5.46,5 1B код 30000048;КУХОННАЯ МОЙКА TEKA 1B;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;UNIVERSAL 465.465 1B;КУХОННАЯ МОЙКА TEKA 1B;КУХОННАЯ МОЙКА TEKA UNIVERSAL 465.465 1B МИКРОДЕКОР (30000046);  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA UNIVERSAL 465.465 1B 30000048;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;UNIVERSAL 580.500 1B1D мат 30000065;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;UNIVERSAL 580.500 1B1D микро 30000061;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;UNIVERSAL 800.440 1B 1D RHD 30000072;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA UNIVERSAL 800.440 1B 1D RHD 30000072;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;UNIVERSAL 800.440 2B;КУХОННАЯ МОЙКА TEKA UNIVERSAL 800.440 2B;КУХОННАЯ МОЙКА TEKA UNIVERSAL 800.440 2B МАТОВАЯ (30000155);  ;  ;  ;  ;  ;КУХОННАЯ МОЙКА TEKA UNIVERSAL 800.440 2B 30000155;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;UNIVERSO 1B 1D REV мат код 10120001;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;UNIVERSO 1B 1D REV микро код 10120045;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;UNIVERSO 1B 1D REV пол. 10120035;КУХОННАЯ МОЙКА TEKA 1B 1D;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;UNIVERSO 2B REV мат код 10120003;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;UNIVERSO 2B REV микро код 10120046;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Мойка;Из нержавейки;;TEKA;UNIVERSO 2B REV полиров код 10120009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Микроволновка;Рустик;;TEKA;MWR 32 BI код 40586030;  ;  ;  ; ВСТРАИВАЕМАЯ МИКРОВОЛНОВКА  TEKA MWR 32 BI;  ;  ;  ;  ;  ;  
Встроенная техника;Микроволновка;Рустик;;TEKA;MWR 32 BI код 40586031;  ;  ;  ; ВСТРАИВАЕМАЯ МИКРОВОЛНОВКА  TEKA MWR 32 BI;  ;  ;  ;  ;  ;  
Встроенная техника;Поверхность;Газовые;;TEKA;CGW LUX 60 4G AI AL;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA CGW LUX 60 4G AI AL;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA CGW LUX 60 4G AI AL;  ; ВАРОЧНАЯ ПАНЕЛЬ ВСТРАИВАЕМАЯ TEKA CGW LUX 60 4G AI AL;  ;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA CGW LUX 60 4G AI AL;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA CGW LUX 60 4G AI AL (40216113);ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA CGW LUX 60 4G AI AL;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA CGW LUX 60 4G AI AL;ВАРОЧНАЯ ПОВЕРХНОСТЬ ГАЗОВАЯ TEKA CGW LUX 60 4G AI AL TR (40216304)
Встроенная техника;Поверхность;Газовые;;TEKA;CGW LUX 70 5G AI AL TR;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA CGW LUX 70 5G AI AL TR;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA CGW LUX 70 5G AI AL TR;  ; ВАРОЧНАЯ ПАНЕЛЬ ВСТРАИВАЕМАЯ TEKA CGW LUX 70 5G AI AL TR;  ;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA CGW LUX 70 5G AI AL TR;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA CGW LUX 70 5G AI AL TR (40215706);ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA CGW LUX 70 5G AI AL TR;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA CGW LUX 70 5G AI AL TR;ВАРОЧНАЯ ПОВЕРХНОСТЬ ГАЗОВАЯ TEKA CGW LUX 70 5G AI AL TR CI NAT (40215706)
Встроенная техника;Поверхность;Газовые;;TEKA;EF 60 4G AI AL;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EF 60 4G AI AL БЕЖЕВЫЙ;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EF 60 4G AI A;  ;  ;  ;  ;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EF 60 4G AI AL (БЕЖЕВЫЙ) (40220524);ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EF 60 4G AI AL;  ;  
Встроенная техника;Поверхность;Газовые;;TEKA;EH 60 4G AI AL TR CI код 40225046;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Поверхность;Газовые;;TEKA;EH 60 4G AI AL TR CI код 40225048;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Поверхность;Газовые;;TEKA;EH 60 4G AI AL TR код 40225051;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Встроенная техника;Поверхность;Газовые;;TEKA;ER 60 4G AI AL CI (Rustica);ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA ER 60 4G AI AL CI (RUSTICA) БЕЛЫЙ КРЕМ, РУЧКИ ЛАТУНЬ;  ;  ;  ;  ;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA ER 60 4G AI AL CI (RUSTICA) БЕЛЫЙ КРЕМ ЛАТ;"ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA ER 60 4G AI AL CI (RUSTICA), ""БЕЛЫЙ КРЕМ"", РУЧКИ ""ЛАТУНЬ"" (40260711)";ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA ER 60 4G AI AL CI (RUSTICA) WHITE CREAM LAT;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA ER 60 4G AI AL CI (RUSTICA) БЕЛЫЙ КРЕМ ЛАТ;  
Встроенная техника;Поверхность;Газовые;;TEKA;EW 60 4G AI AL BLACK;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 60 4G AI AL;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 60 4G AI AL BLACK;  ; ВАРОЧНАЯ ПАНЕЛЬ ВСТРАИВАЕМАЯ TEKA EW 60 4G AI AL;  ;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 60 4G AI AL;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 60 4G AI AL BLACK (ЧЕРНЫЙ) (40218061);ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 60 4G AI AL;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 60 4G AI AL;ВАРОЧНАЯ ПОВЕРХНОСТЬ ГАЗОВАЯ TEKA EW 60 4G AI AL BLACK (40218061)
Встроенная техника;Поверхность;Газовые;;TEKA;EW 60 4G AI AL код 40218060;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 60 4G AI AL;  ;  ; ВАРОЧНАЯ ПАНЕЛЬ ВСТРАИВАЕМАЯ TEKA EW 60 4G AI AL;  ;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 60 4G AI AL;  ;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 60 4G AI AL;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 60 4G AI AL;  
Встроенная техника;Поверхность;Газовые;;TEKA;EW 90 5G AI AL TR нерж.сталь;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 90 5G AI AL TR;  ;  ; ВАРОЧНАЯ ПАНЕЛЬ ВСТРАИВАЕМАЯ TEKA EW 90 5G AI AL TR;  ;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 90 5G AI AL TR;  ;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 90 5G AI AL TR;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 90 5G AI AL TR;  
Встроенная техника;Поверхность;Газовые;;TEKA;EW 90 5G AI AL TR чорный;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 90 5G AI AL TR;  ;  ; ВАРОЧНАЯ ПАНЕЛЬ ВСТРАИВАЕМАЯ TEKA EW 90 5G AI AL TR;  ;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 90 5G AI AL TR;  ;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 90 5G AI AL TR;ВАРОЧНАЯ ПОВЕРХНОСТЬ TEKA EW 90 5G AI AL TR;  
