brand;t1;t2;t3;t4;model;category;DESHEVLE;FOTOS;FOXTROT;MOBILLUCK;PALLADIUM;ROZETKA;TEHNOHATA;TEHNOS;V590;VSTROYKA
SMEG;Встроенная техника;Мойка;Из нержавейки;;LPD 861D;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LPD 861S;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LPD 862;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LQR 100;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LQR 100F;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LQR 116;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LQR 116F;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LQR 861;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LQR 861F;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LQR 862;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LQR 862F;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LQVB 862;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LQVN 862;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LQVS 862;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LR 102;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LR 862;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LV 100D;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LV 100FD;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LV 100FS;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LV 100S;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LV 95;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LV 951D;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LV 951FD;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LV 951FS;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LV 951S;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LV 95F;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LX 116D;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LX 116S;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LX 861D;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LX 861S;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;LX 862;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 2A;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 7915D;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 7915DN;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 7915DOT;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 7915DRA;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 7915SN;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 7915SOT;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 7915SRA;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 791D;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 791DN;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 791DOT;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 791DRA;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 791S;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 791SN;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 791SOT;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 791SRA;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 792;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 792N;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 792OT;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;SP 792RA;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 103P;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 30;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 30N;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 30OT;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 30RA;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 34;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 34N;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 34OT;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 34RA;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 40;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 40N;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 40OT;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 40RA;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 45;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 45N;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 45OT;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;UM 45RA;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VQ 40;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VQ 40F;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VQ 40RS;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VQ 50RS-2;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VR 78B;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VR 78N;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VR 78S;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VS 34/P3;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VS 34P3N;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VS 34P3OT;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VS 34P3RA;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VS 45P3N;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VS 45P3OT;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VS 45P3RA;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VST Q20;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VST Q50;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VSTQ 40;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VSTQ 72;22;;;;;;;;;;
SMEG;Встроенная техника;Мойка;Из нержавейки;;VSTR 50;22;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Модерн;;FME 20EX2;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Модерн;;FME 20TC;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Модерн;;MP 122;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Модерн;;MP 6322X;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Модерн;;SF 4109M;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Модерн;;SF 4120MN;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Модерн;;SF 4309MX;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Модерн;;SF 4390MX;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Рустик;;MP 822PO;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Рустик;;SF 4750MAO;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Рустик;;SF 4750MBS;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Рустик;;SF 4750MOT;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Рустик;;SF 4750MPO;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Рустик;;SF 4800MA;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Рустик;;SF 4800MAO;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Рустик;;SF 4800MP;9;;;;;;;;;;
SMEG;Встроенная техника;Микроволновка;Рустик;;SF 4800MPO;9;;;;;;;;;;
SMEG;Встроенная техника;Морозильник;Вертикальный;;S 7220FND2P;8;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;P 106ES;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;P 1641X;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;P 1752X;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;P 64ES;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PGF 31G;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PGF 32G;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PGF 64;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PGF 64F;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PGF 75;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PGF 75F;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PGF 95;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PGF 95F;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PGF 96;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PSF 906;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PV 163N;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PV 163S;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PV 164B;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PV 164CB;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PV 164CN;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PV 164N;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PV 164S;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PV 175B;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PV 175CB;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PV 175CN;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PV 175N;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PV 175S;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PVB 750;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PVN 750;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PVS 750;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;PX 140;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SE 70SGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SE 93SGH3;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SER 60SGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 864AGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 864AVOGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 864BGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 864PGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 864RAGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 876AGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 876AVOGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 876BGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 876PGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 876RAGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 896AGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 896AOGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 896PGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SPR 896POGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 34 SGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 764AO;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 764AS;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 764AX;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 764BS;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 764OT;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 764PO;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 764PS;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 764RA;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 764XRW;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 775AO;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 775AS;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 775AX;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 775BS;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 775OT;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 775PO;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 775PS;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 775PX;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 775RA;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 775XRW;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 804AXG;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 804PXG;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 84AGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 84AOGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 84P;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 84PGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 84POGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 964BGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 964NGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 964PGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 964XGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 975BGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 975NGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 975PGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SR 975XGH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Газовые;;SRV 532GH;3;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Электические;;PGF 30B;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Электические;;PGF 30T-1;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Электические;;SEGR 531X;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;PI 764AO;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;PI 764BS;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;PI 764PO;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;PI 964B;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;PI 964N;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;PI 964P;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;PI 964X;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SI 5322B;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SI 5631D;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SI 5633B;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SI 5643B;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SI 5643D;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SI 5952B;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SI 641ID2;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SIH 5935B;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SIM 561B;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SIM 562B;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SIM 562D;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SIM 571B;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SIM 592B;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Индукционные;;SIM 592D;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;P 764AO;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;P 764PO;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;P 775PO;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;P 864A;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;P 864P;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;P 875P;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;PGF 32I;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;SE 2321TE;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;SE 2640TD;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;SE 2641CX;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;SE 2641TC;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;SE 2641TD;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;SE 2664CX;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;SE 2664TC;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;SE 2772CX;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;SE 2772TC;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;SE 2773TC;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;SE 2951TC;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;SE 630TCE;2;;;;;;;;;;
SMEG;Встроенная техника;Поверхность;Стеклокерамические;;SEH 530X;2;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;45;;PLA 4525X;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;45;;STA 4501;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;45;;STA 4503;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;45;;STA 4523;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;45;;STA 4525;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;45;;STA 4526;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;PLA 6442X2;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;ST 2FABNE2;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;ST 2FABR2;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;ST 2FABRO2;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;ST 321;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;ST 324ATL;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;ST 324L;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;ST 531;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;ST 733TL;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;STA 13XL2;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;STA 6445;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;STA 6539L3;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;STC 75;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;STLA 865A;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;60;;STP 364T;5;;;;;;;;;;
SMEG;Встроенная техника;Посудомоечная машина;90;;STO 905;5;;;;;;;;;;
SMEG;Встроенная техника;Стиральная машина;без сушки;;LST 147;12;;;;;;;;;;
SMEG;Встроенная техника;Стиральная машина;С сушкой;;LSTA 127;12;;;;;;;;;;
SMEG;Встроенная техника;Холодильник;1 камерный;;S 7323LFEP;6;;;;;;;;;;
SMEG;Встроенная техника;Холодильник;Верхняя морозильная камера;;FR 298AP;6;;;;;;;;;;
SMEG;Встроенная техника;Холодильник;Верхняя морозильная камера;;S 7323LFLD2P;6;;;;;;;;;;
SMEG;Встроенная техника;Холодильник;Комбинированный;;C 7280FP;6;;;;;;;;;;
SMEG;Встроенная техника;Холодильник;Комбинированный;;C 7280NEP;6;;;;;;;;;;
SMEG;Встроенная техника;Холодильник;Комбинированный;;C 7280NLD2P;6;;;;;;;;;;
SMEG;Встроенная техника;Шкафы для подогрева;;;CTP 1015N;15;;;;;;;;;;
SMEG;Встроенная техника;Шкафы для подогрева;;;CTP 7015P;15;;;;;;;;;;
SMEG;Встроенная техника;Шкафы для подогрева;;;CTP 8015A;15;;;;;;;;;;
SMEG;Встроенная техника;Шкафы для подогрева;;;CTP 8015P;15;;;;;;;;;;
SMEG;Крупная бытовая техника;Винный шкаф;Статический;;WF 366LDX;;;;;;;;;;;
SMEG;Крупная бытовая техника;Морозильник;Вертикальный;;CVB20LP;19;;;;;;;;;;
SMEG;Крупная бытовая техника;Морозильник;Вертикальный;;CVB20RP;19;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;A 1C;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;A 2;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;A 2BL;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;A 3;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;A 4;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;A 4BL;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;A 5;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;CC 9GAS;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;CC 9GAX;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;CC 9GPO;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;CC 9GPX;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;CO 68CMA;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;CO 68CMP;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;CO 68GMA;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;CO 68GMP;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;CS 18A;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;CS 19ID;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;CS 19IDA;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;SUK 62CBL;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;SUK 62CMX8;;;;;;;;;;;
SMEG;Крупная бытовая техника;Плита;;;TR 4110IP;;;;;;;;;;;
SMEG;Крупная бытовая техника;Посудомоечная машина;60;;BLV 2NE;;;;;;;;;;;
SMEG;Крупная бытовая техника;Посудомоечная машина;60;;BLV 2P;;;;;;;;;;;
SMEG;Крупная бытовая техника;Посудомоечная машина;60;;BLV 2RO;;;;;;;;;;;
SMEG;Крупная бытовая техника;Посудомоечная машина;60;;LSA 13X;;;;;;;;;;;
SMEG;Крупная бытовая техника;Посудомоечная машина;60;;LSA 6439X;;;;;;;;;;;
SMEG;Крупная бытовая техника;Посудомоечная машина;60;;LVS 367B;;;;;;;;;;;
SMEG;Крупная бытовая техника;Стиральная машина;без сушки;;LBB 14AZ;20;;;;;;;;;;
SMEG;Крупная бытовая техника;Стиральная машина;без сушки;;LBB 14B;20;;;;;;;;;;
SMEG;Крупная бытовая техника;Стиральная машина;без сушки;;LBB 14P;20;;;;;;;;;;
SMEG;Крупная бытовая техника;Стиральная машина;без сушки;;LBB 14RO;20;;;;;;;;;;
SMEG;Крупная бытовая техника;Стиральная машина;без сушки;;SLB 127;20;;;;;;;;;;
SMEG;Крупная бытовая техника;Стиральная машина;без сушки;;SLB 147;20;;;;;;;;;;
SMEG;Крупная бытовая техника;Стиральная машина;без сушки;;SLB 147X;20;;;;;;;;;;
SMEG;Крупная бытовая техника;Стиральная машина;без сушки;;WHT 1114LSIN;20;;;;;;;;;;
SMEG;Крупная бытовая техника;Стиральная машина;без сушки;;WHT 814EIN;20;;;;;;;;;;
SMEG;Крупная бытовая техника;Стиральная машина;С сушкой;;LSE 147;20;;;;;;;;;;
